"['Praise You', 'Fatboy Slim']"
"['Tainted', 'Slum Village Featuring Dwele']"
"['Hotel Key', 'Old Dominion']"
"['Why Me Baby?', 'Keith Sweat']"
"['Go On Girl', 'Ne-Yo']"
"[""That's The Way Love Goes"", 'Young M.C.']"
"['Seal Our Fate', 'Gloria Estefan']"
"[""Time's Up!"", 'Jadakiss Featuring Nate Dogg']"
"['You Bring Me Up', 'K-Ci & JoJo']"
"['Fairweather Friend', 'Johnny Gill']"
"['Weekend Thang', 'Alfonzo Hunter']"
"['You And Me', 'Lifehouse']"
"['She Got The Best Of Me', 'Luke Combs']"
"['Love Like This', 'Faith Evans']"
"['Honkytonk U', 'Toby Keith']"
"['Beverly Hills', 'Weezer']"
"['I Got You', 'Thompson Square']"
"['Love Of My Life', 'Sammy Kershaw']"
"['Any Time, Any Place/And On And On', 'Janet Jackson']"
"['Tattoos On This Town', 'Jason Aldean']"
"['Will You Marry Me?', 'Paula Abdul']"
"['Let Them Be Little', 'Billy Dean']"
"['Female', 'Keith Urban']"
"['4, 3, 2, 1', 'LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P']"
"['Ooohhhwee', 'Master P Featuring Weebie']"
"['Big Blue Note', 'Toby Keith']"
"['My All', 'Mariah Carey']"
"['Do I Wanna Know?', 'Arctic Monkeys']"
"['Determinate', 'Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko']"
"['It Feels So Good', 'Sonique']"
"['Aw Naw', 'Chris Young']"
"['Someday', 'Sugar Ray']"
"[""It's My Life"", 'Dr. Alban']"
"['Amen', 'Edens Edge']"
"['Sweet Thing', 'Mary J. Blige']"
"['Sleepwalker', 'The Wallflowers']"
"['Hey Ya!', 'OutKast']"
"['Clothes Off!!', 'Gym Class Heroes']"
"['Running Back To You', 'Vanessa Williams']"
"['How Do You Sleep?', 'Jesse McCartney Featuring Ludacris']"
"['God Bless The Child', 'Shania Twain']"
"['Loverboy', 'Mariah Carey Featuring Cameo']"
"[""Forever Amo'r"", ""D'zyre""]"
"['Heaven', 'Nu Flavor']"
"['I Love You', 'Faith Evans']"
"[""I'm Leaving"", 'Aaron Tippin']"
"['Video', 'India.Arie']"
"['Deja Vu [Uptown Baby]', 'Lord Tariq & Peter Gunz']"
"[""I Won't Let Go"", 'Rascal Flatts']"
"['679', 'Fetty Wap Featuring Remy Boyz']"
"[""How I'm Comin'"", 'LL Cool J']"
"['Kiss Kiss', 'Chris Brown Featuring T-Pain']"
"['All On Me', 'Devin Dawson']"
"['I Like It', 'Cardi B, Bad Bunny & J Balvin']"
"['Green Light', 'John Legend Featuring Andre 3000']"
"['Right Now', 'Van Halen']"
"['Breathin', 'Ariana Grande']"
"['Wait (The Whisper Song)', 'Ying Yang Twins']"
"['Linger', 'The Cranberries']"
"['The Way She Loves Me', 'Richard Marx']"
"['Greenlight', 'Pitbull Featuring Flo Rida & LunchMoney Lewis']"
"['Tender Kisses', 'Tracie Spencer']"
"['Wasted Times', 'The Weeknd']"
"[""Don't Worry 'Bout A Thing"", 'SHeDAISY']"
"['Independent Women Part I', ""Destiny's Child""]"
"['Show Stopper', 'Danity Kane']"
"['One In A Million', 'Ne-Yo']"
"['Hey Leonardo (She Likes Me For Me)', 'Blessid Union Of Souls']"
"['Because Of You', 'Ne-Yo']"
"[""Best Friend's Brother"", 'Victorious Cast Featuring Victoria Justice']"
"['See You Again', 'Wiz Khalifa Featuring Charlie Puth']"
"[""I'll Never Let You Go"", 'Steelheart']"
"[""Tonite's Tha Night"", 'Kris Kross']"
"['Ville Mentality', 'J. Cole']"
"['Justified And Ancient', 'The KLF Featuring Tammy Wynette']"
"['Find A Way', 'A Tribe Called Quest']"
"['Girl U For Me/Lose Control', 'Silk']"
"['Heartless', 'Dia Frampton']"
"['Hell Yeah', 'Ginuwine Featuring Baby']"
"['Baby', 'Ashanti']"
"['You Got It (From ""Boys On The Side"")', 'Bonnie Raitt']"
"['Anniversary', 'Tony Toni Tone']"
"[""What's Wrong With Them"", 'Lil Wayne Featuring Nicki Minaj']"
"['We Are Tonight', 'Billy Currington']"
"['Happier', 'Marshmello & Bastille']"
"['Chorus', 'Erasure']"
"['Bounce With Me', 'Lil Bow Wow Featuring Xscape']"
"[""There's No Other Way"", 'Blur']"
"['Diana', 'One Direction']"
"['Superwoman', 'Alicia Keys']"
"['At Your Best (You Are Love)', 'Aaliyah']"
"['Temporary Home', 'Carrie Underwood']"
"['Tambourine', 'Eve']"
"['Sweeter Than Fiction', 'Taylor Swift']"
"[""DJ Keep Playin' (Get Your Music On)"", 'Yvette Michele']"
"[""Baby It's You"", 'The Beatles']"
"['Havana', 'Kenny G']"
"[""I'm Your Angel"", 'R. Kelly & Celine Dion']"
"['Like A Pimp', ""David Banner Featuring Lil' Flip""]"
"['Believe', 'Lenny Kravitz']"
"['Lean On Me', 'Kirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family']"
"['I Wonder Why', 'Curtis Stigers']"
"[""Ain't No Other Man"", 'Christina Aguilera']"
"['Umbrella', 'Rihanna Featuring Jay-Z']"
"['Survival', 'Drake']"
"['Live For Loving You', 'Gloria Estefan']"
"['Toss-Up', 'N2Deep']"
"['Tilt Ya Head Back', 'Nelly & Christina Aguilera']"
"['Hit The Freeway', 'Toni Braxton Featuring Loon']"
"['J**z In My Pants', 'The Lonely Island']"
"['Family Man', 'Craig Campbell']"
"['Tell Me When', 'The Human League']"
"['Black Horse & The Cherry Tree', 'KT Tunstall']"
"[""Nothin' Like You"", 'Dan + Shay']"
"['Place In This World', 'Michael W. Smith']"
"[""Nobody's Perfect"", 'Hannah Montana']"
"['Mob Ties', 'Drake']"
"['Jump Then Fall', 'Taylor Swift']"
"['The House That Built Me', 'Miranda Lambert']"
"['Fish', 'Craig Campbell']"
"[""Let's Ride"", 'Richie Rich']"
"['Kelly Price', 'Migos Featuring Travis Scott']"
"['Ni**as in Paris', 'Jay Z Kanye West']"
"['Not Over You', 'Gavin DeGraw']"
"['Speed Of Sound', 'Coldplay']"
"[""I Don't Like"", 'Chief Keef Featuring Lil Reese']"
"[""I Don't Wanna Cry"", 'Mariah Carey']"
"['IfULeave', 'Musiq Soulchild Featuring Mary J. Blige']"
"['Drink, Swear, Steal & Lie', 'Michael Peterson']"
"['You & I', 'One Direction']"
"[""Cryin'"", 'Aerosmith']"
"['Rock You Baby', 'Toby Keith']"
"['Run This Town', 'Jay-Z, Rihanna & Kanye West']"
"['Wanna Be That Song', 'Brett Eldredge']"
"[""I Always Feel Like (Somebody's Watching Me)"", 'Tru Featuring Ice Cream Man (Master P)']"
"[""Sometimes Love Just Ain't Enough"", 'Patty Smyth']"
"['Presidential', 'YoungBloodZ']"
"['Shimmer', 'Fuel']"
"['Close Your Eyes', 'Parmalee']"
"[""It's Your Thing"", 'Mercedes Featuring Master P']"
"['That Way', 'Wale Featuring Jeremih & Rick Ross']"
"['Sad New Day', 'Me Phi Me']"
"['In Your Arms', 'Nico & Vinz']"
"['Love Like This', 'Natasha Bedingfield Featuring Sean Kingston']"
"['Notice Me', 'NB Ridaz Featuring Angelina']"
"['Beautiful Trauma', 'P!nk']"
"['Berzerk', 'Eminem']"
"['Heatstroke', 'Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande']"
"['Clubbin', 'Marques Houston Featuring Joe Budden & Pied Piper']"
"['Started From The Bottom', 'Drake']"
"['Come Get Her', 'Rae Sremmurd']"
"['Shut Up', 'Trick Daddy Featuring Duece Poppito, Trina, Co']"
"['Red Light Special', 'TLC']"
"['Forever And For Always', 'Shania Twain']"
"['Wassup', 'Logic Featuring Big Sean']"
"['When Can I See You', 'Babyface']"
"['Fantasy', 'Mariah Carey']"
"[""Ridin' Solo"", 'Jason Derulo']"
"['Up Down', 'Morgan Wallen Featuring Florida Georgia Line']"
"['Burn', 'Mobb Deep Featuring Vita & Noyd']"
"['I Love You', 'Dru Hill']"
"['How Do I Breathe', 'Mario']"
"['Setting The World On Fire', 'Kenny Chesney Featuring P!nk']"
"[""Where Are We Runnin'?"", 'Lenny Kravitz']"
"['Toxicity', 'System Of A Down']"
"['How We Do (Party)', 'Rita Ora']"
"[""Doin' What She Likes"", 'Blake Shelton']"
"['Baby', 'LL Cool J Featuring The-Dream']"
"['Ours', 'Taylor Swift']"
"[""Doesn't Remind Me"", 'Audioslave']"
"['Hot Mess', 'Cobra Starship']"
"['Sitting Home', 'Total']"
"['In My Arms', 'Erasure']"
"['Serenade', 'Shades']"
"['Under The Water', 'Merril Bainbridge']"
"[""That's What You Get"", 'Paramore']"
"['Silver Thunderbird', 'Marc Cohn']"
"['I Remember', 'Keyshia Cole']"
"['Fu-Gee-La', 'Fugees']"
"['My Kinda Girl', 'Babyface']"
"['First Time', 'Kygo & Ellie Goulding']"
"[""Must Be Doin' Somethin' Right"", 'Billy Currington']"
"['Play That Funky Music', 'Vanilla Ice']"
"['Are You Happy Now?', 'Michelle Branch']"
"['Alone With You', 'Tevin Campbell']"
"[""Let's Try It Again"", 'New Kids On The Block']"
"['Are You Gonna Be My Girl', 'Jet']"
"['Face Down', 'The Red Jumpsuit Apparatus']"
"['Fly Like Me', 'Chingy Featuring Amerie']"
"['A Little Bit Longer', 'Jonas Brothers']"
"['Beautiful Girls', 'Sean Kingston']"
"['Take Me There', 'Rascal Flatts']"
"['Ginza', 'J Balvin']"
"['Who Am I', 'Beenie Man']"
"['In My Dreams', 'The Party']"
"['Go Getta', 'Young Jeezy Featuring R. Kelly']"
"['Lost Stars', 'Matt McAndrew & Adam Levine']"
"['Hello World', 'Lady Antebellum']"
"['Rubbin Off The Paint', 'YBN Nahmir']"
"['Goodbye Town', 'Lady Antebellum']"
"[""Don't Want To Be A Fool"", 'Luther Vandross']"
"['If Your Girl Only Knew', 'Aaliyah']"
"['Alice', 'Avril Lavigne']"
"['My Sister', 'Reba McEntire']"
"['Kids', 'MGMT']"
"['Cell Therapy', 'Goodie Mob']"
"[""Baby I'm Yours"", 'Shai']"
"[""You're My Better Half"", 'Keith Urban']"
"['Hard Knock Life (Ghetto Anthem)', 'JAY-Z']"
"[""Something's Gotta Give"", 'LeAnn Rimes']"
"['Encore', 'Eminem, Dr. Dre & 50 Cent']"
"['7 Rings', 'Ariana Grande']"
"['One More Day', 'Diamond Rio']"
"['A Deeper Love/Pride In The Name Of Love', 'Clivilles & Cole']"
"[""Principal's Office"", 'Young M.C.']"
"['Hollaback Girl', 'Gwen Stefani']"
"['Marry You', 'Bruno Mars']"
"[""She Wouldn't Be Gone"", 'Blake Shelton']"
"['Club At The End Of The Street', 'Elton John']"
"['Dirty Cash (Money Talks)', 'The Adventures Of Stevie V']"
"['Elevator', 'Flo Rida Featuring Timbaland']"
"['Delicious', 'Pure Sugar']"
"['Hollow', 'Tori Kelly']"
"[""Nothin' Better To Do"", 'LeAnn Rimes']"
"['Venom', 'Eminem']"
"['Young Dumb & Broke', 'Khalid']"
"['Stand Beside Me', 'Jo Dee Messina']"
"['Fields Of Gold', 'Sting']"
"['Solo', 'Frank Ocean']"
"['The Comfort Zone', 'Vanessa Williams']"
"['Holidae In', 'Chingy Featuring Ludacris & Snoop Dogg']"
"['I Just Wanna Live', 'Good Charlotte']"
"['Backroad Song', 'Granger Smith']"
"['God Must Be Busy', 'Brooks & Dunn']"
"[""Beggin'"", 'Madcon']"
"['Three Wooden Crosses', 'Randy Travis']"
"['Suspicions', 'Tim McGraw']"
"['Paper Doll', 'P.M. Dawn']"
"[""Don't Hold Back Your Love"", 'Daryl Hall John Oates']"
"['I Get It In', 'Omarion Featuring Gucci Mane']"
"['Hey Girl', 'Billy Currington']"
"['The Man I Want To Be', 'Chris Young']"
"[""I'd Rather Go Blind"", 'Sydney Youngblood']"
"['The Fixer', 'Pearl Jam']"
"['Rolling In The Deep', 'Adele']"
"['Go Legend', 'Big Sean & Metro Boomin Featuring Travis Scott']"
"['Rush Rush', 'Paula Abdul']"
"['Still A G Thang', 'Snoop Dogg']"
"['I Can Go Deep (From ""A Low Down Dirty Shame"")', 'Silk']"
"[""Can't Get Enuff"", 'Winger']"
"[""Lot Of Leavin' Left To Do"", 'Dierks Bentley']"
"['Lay Low', 'Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz']"
"['How Country Feels', 'Randy Houser']"
"['American Oxygen', 'Rihanna']"
"['Bake Sale', 'Wiz Khalifa Featuring Travi$ Scott']"
"['Dashboard', 'Modest Mouse']"
"[""Warrior's Drum"", 'King Just']"
"['BEBE', '6ix9ine Featuring Anuel AA']"
"['KOD', 'J. Cole']"
"['Machinehead (From ""Fear"")', 'Bush']"
"['Fall In Love Again', 'Eddie Money']"
"['A Bad Goodbye', 'Clint Black With Wynonna']"
"['I Wanna Be Bad', 'Willa Ford']"
"['Stay', 'Eternal']"
"['Teenage Dream', 'Katy Perry']"
"[""He Wasn't Man Enough"", 'Toni Braxton']"
"['Cheated (To All The Girls)', 'Wyclef Jean Featuring Queen Pen & The Product']"
"['Fever', 'The Black Keys']"
"['Left Hand Free', 'alt-J']"
"[""She's Got That Vibe"", 'R. Kelly & Public Announcement']"
"[""I'd Come For You"", 'Nickelback']"
"['Can I Touch You...There?', 'Michael Bolton']"
"['Panda', 'Desiigner']"
"['Get Ready To Bounce', 'Brooklyn Bounce']"
"['In The Dark', 'Dev']"
"[""I Don't Care"", ""Shakespear's Sister""]"
"['Scandalous', 'Mis-Teeq']"
"['Battle Scars', 'Lupe Fiasco & Guy Sebastian']"
"['Gimme More', 'Britney Spears']"
"['Listen', 'Beyonce']"
"['I Like It (I Wanna Be Where You Are)', 'Grand Puba']"
"[""Grass Ain't Greener"", 'Chris Brown']"
"[""I'll Be"", 'Foxy Brown Featuring Jay-Z']"
"['5-4-3-2 (Yo! Time Is Up)', 'Jade']"
"['How Many Times', 'DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean']"
"['If I Had The Chance', 'Cynthia']"
"['Stutter', 'Joe Featuring Mystikal']"
"['Be Careful', 'Cardi B']"
"['All Day', 'Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney']"
"[""Ain't Leavin Without You"", 'Jaheim']"
"['Girl Crush', 'Little Big Town']"
"['2 Legit 2 Quit', 'M.C. Hammer']"
"['All I Wanna Do Is Make Love To You', 'Heart']"
"[""She Don't Put It Down"", 'Joe Budden Featuring Lil Wayne & Tank']"
"['Happy?', 'Mudvayne']"
"['Karma', 'Queen Naija']"
"['Nobody Else', 'Tyrese']"
"['Fun', 'Pitbull Featuring Chris Brown']"
"['Uprising', 'Muse']"
"['Broken', 'Seether Featuring Amy Lee']"
"['Total Eclipse Of The Heart', 'Glee Cast Featuring Jonathan Groff']"
"['Tuesday', 'I LOVE MAKONNEN Featuring Drake']"
"['Who Dat Girl', 'Flo Rida Featuring Akon']"
"['Bittersweet Me', 'R.E.M.']"
"['I Swear', 'John Michael Montgomery']"
"['Mesmerize', 'Ja Rule Featuring Ashanti']"
"['I Run To You', 'Lady Antebellum']"
"[""Nothin' To Hide"", 'Poco']"
"['Too Funky', 'George Michael']"
"[""It Ain't Hard To Tell"", 'Nas']"
"['Sunshine', 'Coko']"
"[""It's Your Life"", 'Francesca Battistelli']"
"['We Owned The Night', 'Lady Antebellum']"
"['Cake', 'Flo Rida & 99 Percent']"
"['Sweet Lady', 'Tyrese']"
"[""Don't Come Out The House"", 'Metro Boomin Featuring 21 Savage']"
"[""Freakin' It"", 'Will Smith']"
"['This Christmas', 'Chris Brown']"
"[""Jessie's Girl"", 'Glee Cast']"
"['Walking On Broken Glass', 'Annie Lennox']"
"[""I Can't Get Over You"", 'Brooks & Dunn']"
"['Give It Up', 'Public Enemy']"
"['Cheers 2 U', 'Playa']"
"['Echo', 'Gorilla Zoe']"
"['Hell On Heels', 'Pistol Annies']"
"['I Wanna Love Like That', 'Tony Thompson']"
"['U Saved Me', 'R. Kelly']"
"['A$AP Forever', 'A$AP Rocky Featuring Moby']"
"['Unchained Melody', 'The Righteous Brothers']"
"[""Farmer's Daughter"", 'Rodney Atkins']"
"['God Is A Woman', 'Ariana Grande']"
"['Save Up All Your Tears', 'Cher']"
"['Hip-Hopera', 'Bounty Killa featuring the Fugees']"
"['Hearts In Trouble (From ""Days Of Thunder"")', 'Chicago']"
"[""I'll Still Love You More"", 'Trisha Yearwood']"
"['White Horse', 'Taylor Swift']"
"['Anyway', 'Martina McBride']"
"['Boom Boom Boom', 'The Outhere Brothers']"
"['L.A.LOVE (la la)', 'Fergie']"
"['No Matter What', 'T.I.']"
"['Kill Em With Kindness', 'Selena Gomez']"
"['Destiny', 'Myron']"
"['Drunk Last Night', 'Eli Young Band']"
"['Home', 'Blake Shelton']"
"['Lookin Boy', 'Hot Stylz Featuring Yung Joc']"
"['Lie To Me/Something For The Pain', 'Bon Jovi']"
"[""I Don't Wanna See You"", 'Michael Morales']"
"[""Cheatin'"", 'Sara Evans']"
"['Say... If You Feel Alright', 'Crystal Waters']"
"['Give Me Back My Hometown', 'Eric Church']"
"['Single', 'Natasha Bedingfield']"
"['Where Do U Want Me To Put It', 'Solo']"
"['In My Bed', 'Dru Hill']"
"['Too Many Walls', 'Cathy Dennis']"
"['Stronger', 'Glee Cast']"
"['Walking To Jerusalem', 'Tracy Byrd']"
"['A Rose By Any Other Name', 'Teena Marie Featuring Gerald Levert']"
"[""Don't Ask Me How I Know"", 'Bobby Pinson']"
"['Scarred (From ""Eddie"")', 'Luke']"
"['Say Yes', 'Floetry']"
"[""Dance Like There's No Tomorrow"", 'Paula Abdul & Randy Jackson']"
"['Teenage Love Affair', 'Alicia Keys']"
"['Can I Have It Like That', 'Pharrell Featuring Gwen Stefani']"
"['Legend', 'Drake']"
"['Dirt On My Boots', 'Jon Pardi']"
"[""Un-Thinkable (I'm Ready)"", 'Alicia Keys']"
"[""You're The Love Of My Life/The Love I Lost"", 'Sybil']"
"['No, No, No', ""Destiny's Child""]"
"[""It's All Good"", 'M.C. Hammer']"
"['Felices Los 4', 'Maluma']"
"[""Let's Go"", 'Calvin Harris Featuring Ne-Yo']"
"[""Big Pimpin'"", 'Jay-Z Featuring UGK']"
"['F**kin Problems', 'A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar']"
"['Noise', 'Kenny Chesney']"
"['No Promises', 'Cheat Codes Featuring Demi Lovato']"
"['Barefoot And Crazy', 'Jack Ingram']"
"['All N My Grill', 'Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole']"
"['Live And Learn', 'Joe Public']"
"['Forever In Love', 'Kenny G']"
"['No Sense', 'Justin Bieber Featuring Travi$ Scott']"
"['Too Much Information', 'Duran Duran']"
"['Get Up', 'Ciara Featuring Chamillionaire']"
"['Whip My Hair', 'Willow']"
"['Forever', 'Drake Featuring Kanye West, Lil Wayne & Eminem']"
"['Gangsta Bitch', 'Apache']"
"['Over The Rainbow', 'Glee Cast']"
"['Human', 'The Killers']"
"['Every Little Thing', 'Carly Pearce']"
"['Hard To Handle', 'The Black Crowes']"
"['Make Her Feel Good', 'Teairra Mari']"
"[""Diggin' On You"", 'TLC']"
"[""(There's Gotta Be) More To Life"", 'Stacie Orrico']"
"['Someone', 'The Rembrandts']"
"['Ticks', 'Brad Paisley']"
"['Electrolite', 'R.E.M.']"
"['Loser', 'Beck']"
"['A New Day Has Come', 'Celine Dion']"
"[""Hurting Kind (I've Got My Eyes On You)"", 'Robert Plant']"
"['Caribbean Blue', 'Enya']"
"['Set U Free', 'Planet Soul']"
"['Runaway Love', 'En Vogue Featuring FMOB']"
"['Remember Me', 'T.I. Featuring Mary J. Blige']"
"['Same Old Look', 'Jimmy Ryser']"
"['Attention', 'Charlie Puth']"
"['How Will I Know', 'Whitney Houston']"
"['What Kinda Gone', 'Chris Cagle']"
"[""Crushin' It"", 'Brad Paisley']"
"['Hypnotized', 'Plies Featuring Akon']"
"['All My Life', 'Linda Ronstadt (Featuring Aaron Neville)']"
"[""Just Kickin' It"", 'Xscape']"
"[""C'mon"", 'Ke$ha']"
"['Blunt Blowin', 'Lil Wayne']"
"['Would You Go With Me', 'Josh Turner']"
"['Rosa Parks', 'OutKast']"
"['Loser', '3 Doors Down']"
"['Superstar', 'Lupe Fiasco Featuring Matthew Santos']"
"['No Pressure', 'Justin Bieber Featuring Big Sean']"
"[""I'm A Survivor"", 'Reba']"
"['Point At You', 'Justin Moore']"
"['Love Gets Me Every Time', 'Shania Twain']"
"['Survival', 'Eminem']"
"['The Only Exception', 'Paramore']"
"['Take A Look', ""J'Son""]"
"['Ultraviolence', 'Lana Del Rey']"
"['Everytime I Cry', 'Terri Clark']"
"['What You Want', 'DMX Featuring Sisqo']"
"['ASAP', 'T.I.']"
"['This Is How We Do', 'Katy Perry']"
"[""Boo'd Up"", 'Ella Mai']"
"['The Little Girl', 'John Michael Montgomery']"
"['Get A Leg Up', 'John Mellencamp']"
"['The More You Ignore Me, The Closer I Get', 'Morrissey']"
"['Indo Smoke (From ""Poetic Justice"")', 'Mista Grimm']"
"['Waiting For That Day', 'George Michael']"
"['Music Of My Heart', ""'N Sync & Gloria Estefan""]"
"['E-Pro', 'Beck']"
"['Have A Little Mercy', '4.0']"
"['Your Baby Never Looked Good In Blue', 'Expose']"
"['Home', 'Three Days Grace']"
"[""I Won't Give Up"", 'Jason Mraz']"
"['Choppa Style', 'Choppa Featuring Master P']"
"['Touch My Light', 'Big Mountain']"
"['Drink On It', 'Blake Shelton']"
"['I Feel You', 'Depeche Mode']"
"['Liquor', 'Chris Brown']"
"['Let It Rain', 'David Nail Featuring Sarah Buxton']"
"['I Gotta Get To You', 'George Strait']"
"['Amazing', 'Josh Kelley']"
"['Got It All', 'Eve & Jadakiss']"
"['This Way', 'Dilated Peoples Featuring Kanye West']"
"['Smile', 'Uncle Kracker']"
"['Bad Day', 'Daniel Powter']"
"['Runaway', 'NB Ridaz Featuring Angelina']"
"[""The Cup Of Life (The Official Song Of The World Cup, France '98)"", 'Ricky Martin']"
"['King Kunta', 'Kendrick Lamar']"
"['Signs', 'Drake']"
"['How Do You Fall In Love', 'Alabama']"
"['Last Call', 'Lee Ann Womack']"
"['No Problem', 'Lil Scrappy']"
"['Building Bridges', 'Brooks & Dunn With Sheryl Crow & Vince Gill']"
"['Jigga What...', 'Jay-Z Featuring Big Jaz']"
"['Touchin, Lovin', 'Trey Songz Featuring Nicki Minaj']"
"['Dedication To My Ex (Miss That)', 'Lloyd Featuring Andre 3000 & Lil Wayne']"
"['Partition', 'Beyonce']"
"['Belly Dancer (Bananza)', 'Akon']"
"['Drunk On A Plane', 'Dierks Bentley']"
"[""Livin' Our Love Song"", 'Jason Michael Carroll']"
"[""I'm Into You"", 'Jennifer Lopez Featuring Lil Wayne']"
"['Mr. Know It All', 'Kelly Clarkson']"
"['Sleeping With You', 'Firehouse']"
"[""I've Been Waiting For You"", 'Guys Next Door']"
"['I Like', 'Kut Klose']"
"['Bed', 'Nicki Minaj Featuring Ariana Grande']"
"['Brokenhearted', 'Brandy']"
"['If I Told You', 'Darius Rucker']"
"['Delicate', ""Terence Trent D'Arby""]"
"['The Only Thing That Looks Good On Me Is You', 'Bryan Adams']"
"['Tempted To Touch', 'Rupee']"
"['Life (Everybody Needs Somebody To Love)', 'Haddaway']"
"['Written In The Stars', 'Elton John & LeAnn Rimes']"
"['Straight To Your Heart', 'Bad English']"
"['As Long As You Love Me', 'Justin Bieber Featuring Big Sean']"
"['So What The Fuss', 'Stevie Wonder']"
"[""Don't Stop Believin'"", 'Glee Cast']"
"['Talk Up', 'Drake Featuring JAY-Z']"
"[""F**kin' Perfect"", 'P!nk']"
"[""I'm A King"", 'P$C Featuring T.I. & Lil Scrappy']"
"['When You Tell Me That You Love Me', 'American Idol Finalists Season 4']"
"['Cake By The Ocean', 'DNCE']"
"['92 Explorer', 'Post Malone']"
"['Forthenight', 'Musiq']"
"['Fast As You', 'Dwight Yoakam']"
"['Bent', 'matchbox twenty']"
"['Sour Times (Nobody Loves Me)', 'Portishead']"
"[""Can't Stop, Won't Stop"", 'Young Gunz']"
"['Tell Me When To Go', 'E-40 Featuring Keak Da Sneak']"
"['Deuces', 'Chris Brown Featuring Tyga & Kevin McCall']"
"['Nobody To Blame', 'Chris Stapleton']"
"['No Brainer', 'DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo']"
"['So Gone', 'Monica']"
"['Turn Me On', 'David Guetta Featuring Nicki Minaj']"
"['My Name Is Prince', 'Prince And The New Power Generation']"
"['My Best Friend', 'Tim McGraw']"
"['Girlfriend', 'B2K']"
"[""Prayin' For Daylight"", 'Rascal Flatts']"
"['Gotta Go', 'Trey Songz']"
"['True Love', 'P!nk Featuring Lily Allen']"
"['Is Anybody Out There?', ""K'Naan Featuring Nelly Furtado""]"
"['Foolish Games/You Were Meant For Me', 'Jewel']"
"['Got It Twisted', 'Mobb Deep']"
"['Strangers', 'Halsey Featuring Lauren Jauregui']"
"['Just Another Case', 'CRU Featuring Slick Rick']"
"['People Like Us', 'Kelly Clarkson']"
