title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections,hit
Rolling In The Deep (Glee Cast Version featuring Jonathan Groff),Glee Cast,74,0.621,0.455,8,-5.993,0,0.0371,0.755,0,0.334,0.658,104.871,204600,4,36.56655,11,1
Sugar (Gimme Some) [feat. Cee-Lo & Ludacris],Trick Daddy,59,0.822,0.673,4,-6.141,0,0.228,0.144,0,0.323,0.85,120.02,245107,4,64.64299,8,1
He Wasn't Man Enough,Toni Braxton,65,0.739,0.947,11,-1.915,0,0.0412,0.00947,2.99E-05,0.326,0.763,88.009,261933,4,89.66706,9,1
All I Ever Wanted,Kelly Clarkson,76,0.633,0.866,11,-3.633,1,0.0443,0.0103,0,0.227,0.696,100.007,239107,4,41.8426,9,1
What Might Have Been,Little Texas,48,0.621,0.201,7,-15.112,1,0.0296,0.623,0,0.131,0.146,130.627,238800,4,70.46532,9,1
14-Mar,Drake,97,0.558,0.415,10,-7.355,0,0.358,0.406,0,0.36,0.317,127.096,309560,4,54.72223,12,1
Lookin' For That Girl,Tim McGraw,73,0.504,0.848,6,-4.388,1,0.0362,0.00634,1.41E-05,0.104,0.458,76.965,261347,4,40.28774,12,1
Coffee (F***ing),Miguel,80,0.543,0.667,8,-7.333,1,0.0633,0.0165,2.69E-05,0.15,0.196,162.067,314053,4,24.5209,17,1
One More Try,Timmy T,33,0.641,0.573,9,-9.198,1,0.0485,0.191,0,0.317,0.5,149.826,209427,5,38.54258,11,1
Keep The Family Close,Drake,97,0.4,0.574,9,-7.593,0,0.0494,0.137,0,0.381,0.199,128.584,328907,4,39.49368,13,1
monster,21 Savage,90,0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,0.224,134.022,233040,4,21.64902,13,1
House Of Pain,Faster Pussycat,42,0.519,0.61,0,-10.256,1,0.036,0.0766,6.49E-05,0.248,0.232,121.324,346627,4,33.35175,9,1
Not Myself Tonight,Christina Aguilera,78,0.757,0.812,7,-5.178,1,0.0395,0.00137,0.018,0.563,0.542,120.015,186493,4,21.10908,9,1
Remember the Time,Michael Jackson,84,0.831,0.921,5,-2.383,0,0.0581,0.153,0.00213,0.305,0.794,108.002,239227,4,16.85358,13,1
Dance for You,Beyoncé,85,0.616,0.78,2,-6.062,1,0.0623,0.0322,0,0.173,0.471,110.005,377467,4,18.4677,15,1
Westside,TQ,43,0.685,0.62,4,-6.665,0,0.0406,0.19,0,0.158,0.372,82.52,304733,4,20.47514,12,1
I Believe,Blessid Union Of Souls,43,0.491,0.458,11,-8.159,1,0.027,0.653,0,0.164,0.238,141.724,267493,4,51.861,13,1
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,63,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.765,128.007,283748,4,49.01165,14,1
Don't Take It Personal,Lil Durk,74,0.624,0.634,11,-8.049,0,0.0752,0.0446,0,0.245,0.511,137.101,257120,4,18.18359,13,1
Love King,The-Dream,68,0.628,0.678,10,-4.417,1,0.0297,0.026,0,0.123,0.36,83.995,251827,4,77.57884,7,1
Afro Puffs,The Lady Of Rage,40,0.799,0.876,10,-3.661,0,0.242,0.0424,1.08E-06,0.308,0.525,91.35,288333,4,19.83852,12,1
Guilty Until Proven Innocent,Mev_n,33,0.584,0.104,2,-24.349,1,0.165,0.801,0.0156,0.228,0.0616,88.034,43613,4,19.83852,12,1
Last Time,Trey Songz,78,0.629,0.624,2,-7.957,1,0.0915,0.209,0,0.215,0.66,119.964,261707,4,35.29111,12,1
Let Love Rule,Lenny Kravitz,69,0.69,0.452,0,-12.927,1,0.0411,0.0293,0.26,0.0672,0.695,152.814,342160,4,19.67449,14,1
This House,Tracie Spencer,33,0.74,0.738,6,-9.849,0,0.0399,0.0303,0.00406,0.0324,0.971,112.589,306533,4,27.13959,13,1
Oops!...I Did It Again,Britney Spears,79,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053,211160,4,37.90282,10,1
Midnight Memories,One Direction,82,0.432,0.868,6,-2.01,0,0.0882,0.00725,0,0.233,0.567,156.128,176320,4,36.68456,7,1
Downtown Train,Rod Stewart,72,0.527,0.584,10,-7.965,1,0.0314,0.0878,0.000103,0.117,0.271,114.941,279413,4,29.41867,15,1
I Can Love You,Mary J. Blige,70,0.635,0.614,7,-7.165,1,0.197,0.0179,0.000201,0.415,0.736,174.213,286400,4,25.23236,15,1
Music of My Heart,*NSYNC,71,0.375,0.556,11,-7.201,1,0.0411,0.398,0,0.0956,0.398,111.824,271160,4,25.3909,11,1
Viva La Vida,Coldplay,87,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31E-06,0.109,0.416,138.017,242373,4,29.21786,11,1
Funny Adventure - Relax on the Beach,Hawaiian Spa Music Relaxation,21,0.851,0.169,0,-14.776,0,0.0579,0.96,0.831,0.0908,0.581,85.015,151806,4,41.05437,7,1
September,Daughtry,66,0.43,0.703,10,-5.52,1,0.0342,0.0465,0,0.0809,0.328,149.873,240213,4,38.42571,8,1
Baby Got Back,Sir Mix-A-Lot,55,0.933,0.666,8,-11.277,1,0.308,0.00458,0,0.0908,0.635,128.466,262827,4,33.20063,9,1
Baby Don't Cry (Keep Ya Head Up II),2Pac,80,0.882,0.775,8,-4.158,1,0.242,0.192,0,0.0937,0.847,93.985,262200,4,21.97742,11,1
Tryin' To Get Over You,Vince Gill,60,0.569,0.36,2,-10.558,1,0.0279,0.63,8.92E-06,0.144,0.196,60.491,225627,4,48.11116,8,1
Lights And Sounds,Yellowcard,63,0.344,0.972,11,-3.675,0,0.116,8.48E-05,0,0.293,0.387,167.819,208187,4,22.94801,8,1
Somebody That I Used To Know (Glee Cast Version),Glee Cast,74,0.833,0.467,8,-7.693,1,0.0355,0.554,1.14E-05,0.135,0.814,128.918,246187,4,19.86907,12,1
Dangerous Woman,Ariana Grande,100,0.662,0.602,4,-5.369,0,0.0401,0.0529,0,0.356,0.29,133.969,235947,3,33.21048,11,1
Criminal,Natti Natasha,81,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33E-05,0.255,0.839,79.997,232550,4,25.51551,12,1
Come Get Her,Rae Sremmurd,79,0.687,0.563,2,-6.214,1,0.163,0.184,0,0.0681,0.112,185.056,212947,4,21.62732,12,1
My Little Secret,Xscape,55,0.814,0.431,8,-9.125,1,0.0936,0.371,0,0.335,0.542,129.957,268040,4,32.19452,14,1
When a Woman's Fed Up,R. Kelly,72,0.682,0.579,2,-6.526,0,0.101,0.467,2.21E-06,0.0952,0.712,76.915,278760,4,57.49305,8,1
Love Is Free,Sheryl Crow,65,0.841,0.75,2,-6.64,1,0.0867,0.332,0,0.0496,0.963,116.506,202667,4,36.72663,8,1
Spending My Time,Roxette,70,0.42,0.574,4,-5.149,1,0.0292,0.238,0.000115,0.127,0.218,170.549,275667,4,45.35451,12,1
Legend,Drake,97,0.715,0.561,1,-7.605,1,0.0721,0.024,0,0.0769,0.297,100.076,241853,4,39.4051,10,1
It’s Not Right (But It's Okay),DJ Party,6,0.68,0.881,0,-7.866,0,0.04,0.0469,4.50E-05,0.0795,0.64,127.953,212493,4,38.56241,9,1
PRBLMS,6LACK,81,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45E-06,0.179,0.139,68.58,246773,5,32.20954,9,1
Home,Dierks Bentley,71,0.61,0.69,11,-7.157,1,0.0378,0.463,0.0409,0.0842,0.462,118.038,238413,4,33.47703,10,1
No Worries,Lil Wayne,89,0.844,0.592,5,-5.486,1,0.199,0.085,0,0.0817,0.819,128.033,221000,4,29.6065,14,1
Lick U Up,H-Town,48,0.657,0.333,11,-14.956,0,0.0459,0.324,0,0.0674,0.39,135.883,334472,4,36.38752,15,1
Wall To Wall,Chris Brown,88,0.595,0.548,7,-6.761,0,0.115,0.00344,0,0.134,0.563,188.082,223187,4,40.61761,11,1
I Don't Wanna,Aaliyah,60,0.705,0.572,9,-5.603,0,0.0349,0.537,0,0.226,0.653,129.999,255093,4,28.60477,11,1
Through The Fire And Flames,DragonForce,61,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,441560,4,39.84572,19,1
Human,The Killers,78,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373,4,32.48759,12,1
All Good Things (Come To An End),Nelly Furtado,71,0.664,0.658,9,-7.7,0,0.0397,0.273,1.13E-05,0.115,0.343,100.912,311093,4,36.48869,12,1
Rock And A Hard Place - Remastered,The Rolling Stones,79,0.693,0.826,9,-9.443,0,0.0399,0.023,0.000521,0.0882,0.93,129.049,250360,4,43.89597,10,1
You Can Make History (Young Again),Elton John,80,0.664,0.739,2,-9.005,1,0.0262,0.106,0.0542,0.333,0.458,92.257,293973,4,42.50341,14,1
If I Never See Your Face Again - Featuring Rihanna (FNMTV Live Performance),Maroon 5,88,0.589,0.923,6,-3.431,1,0.0861,0.00252,0.000214,0.933,0.641,108.501,200720,4,32.0178,8,1
Take Time,Chris Walker,24,0.648,0.743,7,-9.595,0,0.0592,0.0799,0,0.125,0.81,97.059,260840,4,38.11362,13,1
Barcelona,Ed Sheeran,91,0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,191147,4,42.59332,11,1
Stitch By Stitch - The Voice Performance,Javier Colon,38,0.636,0.66,10,-6.211,1,0.0323,0.213,3.21E-06,0.144,0.18,89.993,196320,4,31.91055,9,1
On My Level (feat. Too $hort),Wiz Khalifa,86,0.72,0.514,1,-7.108,1,0.132,0.146,0.00713,0.107,0.212,142.98,272160,4,41.53984,13,1
Love Myself,Hailee Steinfeld,80,0.617,0.759,0,-6.785,0,0.0677,0.0026,0,0.419,0.324,122.925,218773,4,24.28174,8,1
Break It Off,Rihanna,89,0.897,0.738,10,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966,213373,4,43.84836,10,1
You Changed Me,Jamie Foxx,69,0.696,0.65,11,-6.578,0,0.252,0.123,0,0.21,0.531,137.967,242267,4,28.47944,14,1
Wake Me Up,Avicii,83,0.518,0.784,2,-5.659,1,0.0524,0.00346,0.00187,0.171,0.588,124.102,247427,4,43.59512,12,1
Gotta Lotta,2 Chainz,83,0.681,0.608,7,-7.344,0,0.0504,0.00282,0,0.0869,0.177,81.969,214720,4,24.21294,11,1
Out Of The Woods,Taylor Swift,87,0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23E-05,0.337,0.342,91.993,235800,4,26.37151,11,1
3 Peat,Lil Wayne,89,0.616,0.632,6,-7.562,0,0.386,0.00114,0,0.0844,0.47,79.811,199427,4,26.68829,9,1
"Can’t Help Falling in Love (From ""Sliver"")",The Big Screen Orchestra,10,0.742,0.655,2,-9.954,1,0.0368,0.217,0.851,0.18,0.418,86.041,210747,4,37.92402,7,1
Stunt 101,G-Unit,61,0.694,0.778,4,-1.492,1,0.395,0.167,0,0.065,0.518,95.475,232227,4,34.099,13,1
Hey Jealousy,Gin Blossoms,58,0.464,0.785,6,-7.42,0,0.0436,0.00117,1.46E-06,0.328,0.528,153.005,236067,4,38.77621,11,1
The Floor,Johnny Gill,50,0.798,0.797,1,-6.947,1,0.0437,0.00813,0.0418,0.128,0.459,115.412,313440,4,21.44248,11,1
Bridging the Gap,Nas,73,0.549,0.693,7,-7.139,1,0.427,0.0325,0,0.62,0.475,93.864,236653,4,43.28597,12,1
Stay With Me,Sam Smith,90,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4,34.02831,9,1
How Do You Like Me Now?!,Toby Keith,68,0.632,0.83,0,-4.665,1,0.0463,0.0807,7.47E-06,0.123,0.69,109.387,205920,4,35.53799,11,1
Somewhere With You,Kenny Chesney,72,0.68,0.849,1,-6.475,0,0.0376,0.0862,0.00013,0.174,0.536,111.969,243520,4,36.83704,11,1
Independent Women Part I,Graham BLVD,37,0.807,0.602,6,-4.43,0,0.268,0.476,1.64E-06,0.0997,0.815,98.042,218363,4,40.4009,9,1
Do You Wanna Get Funky?,C & C Music Factory,53,0.85,0.832,8,-6.198,1,0.129,0.0276,0,0.239,0.603,103.954,245907,4,36.79641,10,1
Beauty,Dru Hill,58,0.721,0.289,0,-14.219,0,0.0715,0.572,0,0.121,0.508,119.873,272560,4,24.25712,11,1
Someone You Loved,Lewis Capaldi,78,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,25.26028,10,1
Every Little Thing U Do,Christopher Williams,42,0.672,0.649,8,-8.136,0,0.0559,0.071,0.00105,0.0821,0.411,98.159,285867,4,47.7754,9,1
I Keep Looking,Sara Evans,56,0.737,0.817,10,-4.246,1,0.0508,0.0577,0,0.118,0.751,112.866,276173,4,76.56537,14,1
Praying for Time - Remastered,George Michael,73,0.581,0.622,10,-14.878,1,0.0354,0.0471,0.0162,0.0915,0.257,127.814,280981,4,26.52636,13,1
Fly Over States,Jason Aldean,76,0.487,0.736,7,-3.269,1,0.0326,0.069,0,0.114,0.184,81.587,218200,4,20.46067,8,1
Don’t Dream It’s Over - The Voice Performance,Brynn Cartelli,49,0.374,0.721,6,-5.756,1,0.043,0.539,0,0.187,0.341,79.483,203615,4,32.43284,8,1
Superman (It's Not Easy),Five For Fighting,60,0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,221693,4,21.69523,8,1
I Kissed A Girl,Jill Sobule,30,0.639,0.58,7,-9.402,1,0.0285,0.077,1.09E-05,0.313,0.663,90.732,193773,4,57.06711,8,1
Free,Zac Brown Band,73,0.453,0.412,1,-7.539,1,0.0276,0.24,0.00021,0.101,0.282,75.752,228653,4,44.78909,9,1
Tilt Ya Head Back - Album Version / Explicit,Nelly,75,0.834,0.714,10,-5.743,0,0.182,0.041,0,0.279,0.728,115.743,253253,4,52.81736,12,1
Secrets,Mary Lambert,56,0.79,0.554,0,-5.888,1,0.0405,0.024,0.000163,0.213,0.725,93.228,223405,4,29.99905,9,1
You Walked In,Lonestar,60,0.733,0.798,0,-4.218,1,0.0292,0.0383,1.45E-06,0.22,0.692,108.434,270453,4,36.41624,14,1
Life Ain'T Easy,Cleopatra,33,0.624,0.845,11,-6.705,1,0.0637,0.301,0,0.335,0.546,98.361,200227,4,32.19154,9,1
Calling My Spirit,Kodak Black,89,0.91,0.366,1,-9.954,1,0.0941,0.0996,0,0.261,0.74,119.985,152000,4,32.53856,8,1
Somewhere Only We Know (Glee Cast Version),Glee Cast,74,0.493,0.552,7,-6.347,1,0.0254,0.433,0,0.0969,0.306,85.973,184653,4,63.02842,7,1
Shake,Jesse McCartney,64,0.787,0.807,6,-3.024,1,0.0657,0.0965,0,0.0331,0.961,149.982,190387,4,29.72215,9,1
Drive (For Daddy Gene),Alan Jackson,71,0.709,0.61,11,-7.206,1,0.0434,0.317,0,0.102,0.475,125.189,242067,4,23.93504,9,1
"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",Céline Dion,75,0.463,0.4,6,-9.999,0,0.0308,0.643,2.46E-05,0.131,0.121,77.314,249240,4,39.6763,9,1
Enjoy The Silence - Single Mix,Depeche Mode,73,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43E-05,0.078,0.822,112.777,257333,4,26.40994,13,1
The Choice Is Yours (Revisited),Black Sheep,46,0.847,0.684,10,-12.048,0,0.248,0.0403,0,0.0781,0.688,101.277,243200,4,92.1283,8,1
Tell U All About It (feat. Gizzle),Yung PT,27,0.491,0.566,1,-6.219,1,0.0819,0.00361,0,0.0895,0.149,123.497,280842,4,50.85848,9,1
Life In A Northern Town,The Dream Academy,41,0.563,0.476,4,-13.342,1,0.0329,0.265,0,0.494,0.432,121.67,259293,4,34.53732,11,1
Short Dick Man - Club Mix,20 Fingers,39,0.894,0.764,4,-10.028,0,0.0604,0.00154,0.0349,0.0323,0.796,127.038,290933,4,31.27524,15,1
Nasty Girl - Main,Nitty,31,0.944,0.982,2,-5.097,1,0.0463,0.0638,6.71E-05,0.0257,0.886,122.01,247040,4,40.97513,10,1
"Machinehead (From ""Fear"")",Soundtrack Wonder Band,27,0.495,0.747,1,-9.448,0,0.0369,0.0379,0.0437,0.0926,0.121,112.006,257797,4,37.65037,10,1
Don’t Say Goodnight,Donna Missal,50,0.439,0.276,5,-12.45,1,0.0296,0.491,0.797,0.141,0.0397,73.05,194907,4,27.54036,9,1
Black Suits Comin' (Nod Ya Head),Will Smith introducing TRÂ-KNOX,27,0.741,0.815,5,-4.078,0,0.0658,0.0145,0,0.326,0.766,96.07,259627,4,34.52394,9,1
No War,King Destiny,0,0.654,0.712,6,-3.504,0,0.104,0.207,0,0.215,0.805,83.167,235053,4,23.79741,11,1
Here’s To Never Growing Up - acoustic,Tiffany Alvord,46,0.642,0.336,4,-8.823,1,0.0315,0.765,0,0.354,0.456,82.512,219733,4,33.87148,12,1
Almost (Sweet Music),Hozier,79,0.427,0.689,7,-5.589,1,0.135,0.021,1.69E-06,0.203,0.706,88.875,217480,4,22.0875,11,1
Counting Stars,OneRepublic,81,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.115,0.477,122.017,257840,4,55.28387,8,1
Trap Queen,Fetty Wap,76,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,4,55.94038,11,1
Hearts In Trouble,Chicago,68,0.551,0.832,5,-9.019,1,0.0378,0.0397,3.94E-05,0.066,0.599,86.708,316493,4,44.21564,11,1
Save Room,John Legend,80,0.69,0.572,7,-6.131,1,0.0264,0.0457,0,0.0969,0.375,111.919,235667,4,32.95114,11,1
Galileo,Indigo Girls,54,0.49,0.701,5,-7.94,1,0.0394,0.708,0,0.119,0.785,102.504,252960,4,77.06826,8,1
"i hate u, i love u (feat. olivia o'brien)",gnash,74,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,4,69.38227,8,1
New Soul,Yael Naim,53,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73E-05,0.106,0.653,100.001,225107,4,47.56407,8,1
Just A Touch of Love,Slave,44,0.742,0.473,0,-14.567,1,0.0309,0.0508,2.08E-05,0.0387,0.904,108.783,392733,4,31.22877,17,1
Never Stop,Future,90,0.571,0.556,1,-5.857,1,0.223,0.0662,0.000149,0.137,0.0762,155.465,291334,4,25.38341,9,1
It's All About Me,Mýa,64,0.808,0.504,2,-7.281,1,0.0805,0.232,0,0.171,0.499,137.048,264933,4,38.36682,12,1
To Be With You - 2010 Remastered Version,Mr. Big,60,0.688,0.375,4,-9.601,1,0.0535,0.286,0,0.133,0.45,83.635,210480,4,107.10724,7,1
Dreams,Gabrielle Aplin,63,0.604,0.51,9,-7.879,0,0.0328,0.409,0.00446,0.0825,0.241,134.953,259019,4,41.4876,13,1
Love Is,Alannah Myles,56,0.654,0.924,2,-7.44,1,0.0969,0.00309,0.00231,0.316,0.506,101.154,216107,4,20.31071,13,1
Freek-A-Leek,Petey Pablo,58,0.756,0.691,2,-3.718,1,0.178,0.0744,0,0.364,0.632,104.999,235187,4,38.02974,11,1
Angelito,Don Omar,77,0.63,0.661,1,-5.11,0,0.045,0.2,0,0.17,0.311,156.005,284933,4,46.83913,14,1
Booty,Blac Youngsta,64,0.938,0.549,1,-8.368,1,0.098,0.000831,0.000243,0.082,0.412,144.005,160038,4,42.52691,6,1
no tears left to cry,Ariana Grande,100,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,205920,4,23.98761,11,1
Say...If You Feel Alright,Crystal Waters,57,0.769,0.837,1,-7.223,1,0.0357,0.0433,0.175,0.0732,0.652,113.207,236133,4,70.96672,9,1
Real Love,Mary J. Blige,70,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973,4,105.88307,11,1
Take It To The Head,DJ Khaled,78,0.706,0.843,11,-2.436,0,0.0722,0.00176,0,0.317,0.635,141.98,264760,4,27.48685,13,1
"Kick, Push",Lupe Fiasco,69,0.652,0.809,5,-5.276,1,0.17,0.164,0,0.175,0.512,94.786,254466,4,27.9259,14,1
Can't Let Her Get Away,Michael Jackson,84,0.873,0.973,2,-1.947,1,0.127,0.13,0.689,0.112,0.582,108.488,298400,4,53.77956,14,1
Karaoke - A Few Questions,Karaoke - Clay Walker,0,0.586,0.247,7,-13.624,1,0.0284,0.413,0.0063,0.0905,0.115,140.943,224258,4,41.7438,9,1
"What Up, What's Haapnin'?",T.I.,78,0.416,0.854,1,-4.34,1,0.0908,0.0127,0,0.416,0.102,142.948,301293,4,30.69854,9,1
My Baby You,Marc Anthony,79,0.443,0.596,0,-5.366,0,0.0294,0.688,0,0.167,0.186,115.597,236960,4,54.61786,12,1
Get On Your Knees,Nicki Minaj,91,0.653,0.445,0,-7.183,0,0.0413,0.31,0,0.116,0.176,144.02,216493,4,47.58119,10,1
Used To Love You,Gwen Stefani,72,0.623,0.654,8,-5.408,1,0.0674,0.0183,1.73E-06,0.398,0.193,96.017,227680,4,51.47658,7,1
Survivor,YoungBoy Never Broke Again,84,0.638,0.468,5,-11.077,0,0.409,0.191,0,0.181,0.381,149.976,179775,4,27.26667,7,1
Love Don't Love You,En Vogue,58,0.832,0.643,5,-6.754,0,0.0302,0.138,7.68E-05,0.246,0.779,107.964,238173,4,39.40936,10,1
Do Whatcha Wanna,Rebirth Brass Band,41,0.504,0.857,1,-5.221,0,0.339,0.226,4.61E-05,0.114,0.681,95.952,192680,4,27.56717,7,1
Way Down We Go,KALEO,68,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,4,44.34961,8,1
Make A Movie,Twista,66,0.846,0.774,1,-5.131,1,0.0509,0.00752,0,0.207,0.375,120.012,202000,4,21.01609,8,1
Hate To Say I Told You So,The Hives,60,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760,4,35.39991,9,1
Thank You,Dido,69,0.722,0.595,1,-9.928,0,0.0415,0.284,0.000538,0.0694,0.738,79.98,217827,4,37.02954,9,1
Tainted Love,Soft Cell,63,0.542,0.45,7,-9.931,0,0.0361,0.558,6.43E-06,0.579,0.626,144.437,153840,4,46.58177,6,1
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,53,0.65,0.82,5,-10.9,0,0.0356,0.0655,0.00274,0.215,0.757,135.982,215973,4,21.6099,10,1
The I.N.C. Ride,Masta Ace Incorporated,36,0.772,0.559,11,-8.558,0,0.0486,0.0762,0.245,0.0962,0.635,95.06,250267,4,46.47254,13,1
Fake Love,Drake,97,0.927,0.488,9,-9.433,0,0.42,0.108,0,0.196,0.605,133.987,210937,4,29.148,12,1
Guts Over Fear,Eminem,92,0.656,0.855,6,-4.282,1,0.212,0.318,0,0.257,0.507,140.057,300387,4,82.58283,11,1
Take A Look Around,Limp Bizkit,72,0.479,0.861,3,-5.659,0,0.0458,0.0201,0.314,0.0862,0.556,101.92,321040,4,39.51787,15,1
Tell Me What Your Name Is,Ciara,72,0.657,0.779,11,-3.74,1,0.0385,0.0968,1.62E-06,0.304,0.571,122.061,217942,4,25.16716,6,1
Overnight,Logic,85,0.868,0.752,1,-6.786,1,0.0667,0.00189,1.69E-05,0.142,0.874,149.987,217560,4,32.40304,12,1
Blurred Lines,Robin Thicke,66,0.862,0.608,7,-4.762,1,0.0402,0.00373,6.14E-06,0.0856,0.836,120.002,263827,4,26.84967,14,1
Bang Bang,David Sanborn,45,0.716,0.915,10,-8.153,1,0.0343,0.589,0.000871,0.351,0.96,127.074,277432,4,36.1592,8,1
Diamond In The Back,Ludacris,76,0.758,0.622,11,-6.683,0,0.269,0.417,0,0.278,0.586,161.53,252840,4,37.54759,12,1
Betrayed,Lil Xan,74,0.823,0.419,10,-10.358,0,0.165,0.416,0,0.105,0.277,119.958,187453,4,56.987,9,1
Locked Out Of Heaven,Bruno Mars,88,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233478,4,56.42777,10,1
Just The Girl,The Click Five,51,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.751,110.958,234147,4,38.44265,9,1
Wings of A Butterfly,HIM,58,0.432,0.776,8,-3.474,1,0.0443,0.0152,0.0153,0.834,0.667,128.038,211680,4,31.15103,9,1
So What,P!nk,81,0.535,0.886,11,-3.106,1,0.045,0.000304,2.26E-06,0.257,0.445,126.012,215160,4,35.16744,8,1
Let It Go,James Bay,76,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65E-05,0.107,0.246,147.464,260533,4,64.1556,11,1
I Found A New Love,Ronnie Earl & The Broadcasters,29,0.425,0.215,2,-18.678,0,0.0383,0.401,0.282,0.536,0.301,144.977,549453,3,35.62191,25,1
Stay,Jodeci,57,0.667,0.374,7,-13.587,0,0.0385,0.0688,0,0.469,0.603,129.935,312040,4,38.008,12,1
This D.J.,Warren G,64,0.804,0.438,6,-10.563,0,0.138,0.0327,0.0129,0.112,0.576,92.034,203027,4,39.78725,8,1
All the Pretty Girls,Kenny Chesney,72,0.612,0.848,6,-3.736,1,0.0368,0.00916,0,0.366,0.719,120.996,212893,4,33.42375,9,1
Rain Over Me,Pitbull,81,0.61,0.906,0,-2.117,1,0.0647,0.00416,0,0.758,0.294,127.917,231573,4,64.70614,7,1
Back At One,Mark Wills,52,0.621,0.475,11,-9.341,1,0.0265,0.187,0,0.0609,0.319,129.891,246493,4,34.16978,12,1
Two To Make It Right,Seduction,28,0.78,0.612,0,-10.872,1,0.0409,0.216,0.00433,0.457,0.712,114.414,282267,4,35.04449,13,1
The One,The Chainsmokers,88,0.76,0.303,2,-11.362,1,0.0284,0.238,8.09E-06,0.294,0.15,99.991,177573,4,54.42452,8,1
One More Chance / Stay with Me - Remix,The Notorious B.I.G.,78,0.725,0.68,0,-6.037,1,0.224,0.149,0,0.127,0.695,90.964,268707,4,49.45368,11,1
If I Had You,Adam Lambert,62,0.648,0.908,4,-4.251,0,0.108,0.0113,0,0.374,0.793,131.147,228240,4,26.67747,10,1
Life Changes,Thomas Rhett,76,0.687,0.842,7,-4.382,1,0.058,0.105,0,0.0436,0.778,87.968,190227,4,32.98145,8,1
The Worst,Jhene Aiko,77,0.524,0.417,1,-9.283,0,0.0578,0.237,1.19E-06,0.139,0.109,93.59,254493,4,47.22355,14,1
Do You Believe Me Now,Jimmy Wayne,34,0.489,0.864,4,-3.902,1,0.0573,0.059,1.22E-06,0.0951,0.425,161.849,204387,4,58.55513,10,1
It Matters To Me,Faith Hill,64,0.613,0.355,6,-8.218,1,0.0247,0.567,0,0.0909,0.129,135.622,197667,4,43.2707,7,1
E.I.,Nelly,75,0.835,0.497,2,-7.876,0,0.16,0.0884,0,0.0777,0.373,89.861,285907,4,34.37291,14,1
"1, 2, 3, 4",Plain White T's,68,0.458,0.55,2,-7.092,1,0.0262,0.566,1.39E-05,0.108,0.56,90.56,198360,4,22.42462,10,1
808,Blaque,43,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18E-06,0.0887,0.367,121.66,306693,4,22.84136,15,1
Hotel Room Service,Pitbull,81,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4,30.64573,7,1
What About Us,P!nk,81,0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11E-06,0.0906,0.187,113.617,269600,4,51.40605,13,1
Baby I Love U!,Jennifer Lopez,77,0.832,0.688,2,-6.346,1,0.0468,0.018,0.207,0.0596,0.399,111.965,268733,3,26.35017,9,1
I Can Love You Better,Dixie Chicks,66,0.788,0.748,9,-5.439,1,0.0344,0.419,0,0.0638,0.608,119.781,233916,4,19.23435,11,1
Summertime Magic,Childish Gambino,80,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,213600,4,59.47682,7,1
